@relation R_data_frame

@attribute dataset {1037_ada_prior,1043_ada_agnostic,1048_jEdit_4.2_4.3,1049_pc4,1050_pc3,1054_mc2,1056_mc1,1061_ar4,1063_kc2,1064_ar6,1065_kc3,1066_kc1-binary,1067_kc1,1068_pc1,1069_pc2,1071_mw1,1073_jEdit_4.0_4.2,1075_datatrieve,1100_PopularKids,1115_teachingAssistant,1121_badges2,1167_pc1_req,11_balance-scale,13_breast-cancer,1442_MegaWatt1,1443_PizzaCutter1,1444_PizzaCutter3,1446_CostaMadre1,1447_CastMetal1,1451_PieChart1,1452_PieChart2,1453_PieChart3,1455_acute-inflammations,1456_appendicitis,1459_artificial-characters,1460_banana,1462_banknote-authentication,1463_blogger,1464_blood-transfusion-service-center,1465_breast-tissue,1466_cardiotocography,1468_cnae-9,1473_fertility,1475_first-order-theorem-proving,1479_hill-valley,1480_ilpd,1484_lsvt,1487_ozone-level-8hr,1488_parkinsons,1489_phoneme,1490_planning-relax,1491_one-hundred-plants-margin,1492_one-hundred-plants-shape,1494_qsar-biodeg,1495_qualitative-bankruptcy,1496_ringnorm,1497_wall-robot-navigation,1498_sa-heart,14_mfeat-fourier,1504_steel-plates-fault,1506_thoracic-surgery,1507_twonorm,1508_user-knowledge,1510_wdbc,1511_wholesale-customers,1512_heart-long-beach,1519_robot-failures-lp4,1520_robot-failures-lp5,1523_vertebra-column,1527_volcanoes-a1,1528_volcanoes-a2,1529_volcanoes-a3,1530_volcanoes-a4,1531_volcanoes-b1,1533_volcanoes-b3,1535_volcanoes-b5,1536_volcanoes-b6,1539_volcanoes-d2,1540_volcanoes-d3,1547_autoUniv-au1-1000,1549_autoUniv-au6-750,1551_autoUniv-au6-400,1552_autoUniv-au7-1100,1553_autoUniv-au7-700,1554_autoUniv-au7-500,1555_autoUniv-au6-1000,1556_acute-inflammations,1558_bank-marketing,1559_breast-tissue,1566_hill-valley,1570_wilt,15_breast-w,1600_SPECTF,164_molecular-biology_promoters,16_mfeat-karhunen,182_satimage,185_baseball,187_wine,188_eucalyptus,18_mfeat-morphological,21_car,22_mfeat-zernike,23380_cjs,23_cmc,25_colic,28_optdigits,292_Australian,294_satellite_image,299_libras_move,29_credit-a,307_vowel,30_page-blocks,310_mammography,311_oil_spill,316_yeast_ml8,31_credit-g,329_hayes-roth,32_pendigits,333_monks-problems-1,334_monks-problems-2,335_monks-problems-3,336_SPECT,338_grub-damage,35_dermatology,36_segment,377_synthetic_control,37_diabetes,38_sick,3_kr-vs-kp,40474_thyroid-allbp,40475_thyroid-allhyper,40496_LED-display-domain-7digit,40499_texture,40_sonar,43_haberman,444_analcatdata_boxing2,446_prnn_crabs,448_analcatdata_boxing1,44_spambase,450_analcatdata_lawsuit,451_irish,452_analcatdata_broadwaymult,4534_PhishingWebsites,4550_MiceProtein,455_cars,458_analcatdata_authorship,461_analcatdata_creditscore,463_backache,464_prnn_synth,466_schizo,469_analcatdata_dmft,470_profb,475_analcatdata_germangss,481_biomed,48_tae,49_heart-c,50_tic-tac-toe,51_heart-h,53_heart-statlog,54_vehicle,55_hepatitis,56_vote,59_ionosphere,60_waveform-5000,61_iris,6332_cylinder-bands,679_rmftsa_sleepdata,685_visualizing_livestock,694_diggle_table_a2}
@attribute PC1 numeric
@attribute PC2 numeric
@attribute PC3 numeric
@attribute PC4 numeric
@attribute PC5 numeric
@attribute PC6 numeric
@attribute PC7 numeric
@attribute PC8 numeric
@attribute PC9 numeric
@attribute PC10 numeric
@attribute PC11 numeric
@attribute PC12 numeric
@attribute PC13 numeric
@attribute PC14 numeric
@attribute PC15 numeric
@attribute PC16 numeric
@attribute PC17 numeric
@attribute PC18 numeric
@attribute PC19 numeric
@attribute PC20 numeric
@attribute PC21 numeric
@attribute PC22 numeric
@attribute PC23 numeric
@attribute PC24 numeric
@attribute PC25 numeric
@attribute PC26 numeric
@attribute PC27 numeric
@attribute PC28 numeric
@attribute PC29 numeric
@attribute PC30 numeric
@attribute PC31 numeric
@attribute PC32 numeric
@attribute PC33 numeric
@attribute PC34 numeric
@attribute PC35 numeric
@attribute PC36 numeric
@attribute PC37 numeric
@attribute PC38 numeric
@attribute PC39 numeric
@attribute PC40 numeric
@attribute PC41 numeric
@attribute PC42 numeric
@attribute PC43 numeric
@attribute PC44 numeric
@attribute PC45 numeric
@attribute PC46 numeric
@attribute PC47 numeric
@attribute PC48 numeric
@attribute PC49 numeric
@attribute PC50 numeric
@attribute PC51 numeric
@attribute PC52 numeric
@attribute PC53 numeric
@attribute PC54 numeric
@attribute PC55 numeric
@attribute PC56 numeric
@attribute PC57 numeric
@attribute PC58 numeric
@attribute PC59 numeric
@attribute PC60 numeric
@attribute PC61 numeric
@attribute PC62 numeric
@attribute PC63 numeric
@attribute PC64 numeric
@attribute PC65 numeric
@attribute PC66 numeric
@attribute PC67 numeric
@attribute PC68 numeric
@attribute PC69 numeric
@attribute PC70 numeric
@attribute PC71 numeric
@attribute PC72 numeric
@attribute PC73 numeric
@attribute PC74 numeric
@attribute PC75 numeric
@attribute PC76 numeric
@attribute PC77 numeric
@attribute PC78 numeric
@attribute PC79 numeric
@attribute PC80 numeric
@attribute Class {Defaults,Tuning}

@data
444_analcatdata_boxing2,0.930367,2.194249,4.488574,2.474862,-0.215091,0.599749,-0.127768,-1.72103,0.780143,1.562376,-1.348528,-0.318269,-2.619894,-0.097085,-0.728936,1.711413,-0.604679,0.32554,0.345258,-0.967191,0.676326,0.135563,-1.591184,-0.739313,0.744357,0.133219,0.889488,0.590817,-0.270663,0.209505,0.147701,0.663348,-0.227682,0.403137,-1.524171,0.312892,0.151869,0.028483,0.479958,-0.183881,-0.178831,0.238031,-0.493871,0.073696,-0.051523,0.117269,-0.097738,0.005242,-0.104475,-0.105671,-0.356125,-0.049814,-0.068658,0.159121,0.231903,-0.143595,-0.034573,-0.061757,-0.045515,-0.124331,0.094246,0.036383,-0.021434,-0.239853,0.056551,0.042781,0.030623,0.068294,0.017564,-0.013515,0.025065,-0.086592,-0.007893,-0.001568,-0.011421,0.008337,0.001928,-0,0,0,Defaults
446_prnn_crabs,0.964379,0.602079,2.523014,0.147242,2.708118,-0.42009,0.095102,-2.224937,0.270636,0.861003,0.449671,1.07394,-1.207313,-0.117461,0.899151,0.873168,-0.157089,0.748017,0.359087,0.292494,-0.14531,0.798889,-0.476317,-0.702802,0.382384,-0.345764,-0.130192,-1.195992,-0.791475,1.046775,-0.274877,-0.405937,-0.039412,0.289313,0.035261,-1.035141,0.135868,1.035009,0.637024,-0.383618,0.110877,-0.144486,0.080228,-0.124554,0.46749,-0.411871,0.365988,0.133415,0.023951,0.07018,0.121114,0.025851,-0.07724,-0.056292,0.102085,0.034365,0.00854,0.072358,0.232173,-0.168223,0.037825,-0.076692,0.05153,-0.024987,0.166598,-0.006484,-0.018562,0.08438,0.020767,-0.048521,-0.020386,0.017746,0.044879,0.02557,-0.011263,0.005877,0.001881,0,0,0,Tuning
448_analcatdata_boxing1,-0.283587,2.483375,3.177808,2.33579,0.197047,0.162785,-0.959109,-0.688649,0.708807,0.728555,-1.520562,-0.263207,-2.515967,0.144778,-0.420151,1.953438,-0.816064,0.247428,0.136494,-0.699215,0.598141,-0.22138,-1.45458,-0.302882,0.484047,0.131613,0.742554,0.728232,-0.283885,0.218402,-0.357723,0.229881,-0.212411,-0.31781,-0.787566,0.159173,0.349757,-0.057266,0.187523,-0.539532,-0.519898,0.124703,-0.377877,0.177849,-0.221077,-0.079029,-0.091728,0.185451,0.109384,0.010749,-0.285967,0.010645,0.000826,0.245307,-0.002016,0.035437,-0.028294,0.022685,-0.035022,-0.110419,0.012976,0.058393,0.000819,-0.111872,0.070405,0.001066,0.067653,0.015111,-0.003607,0.005859,0.015215,-0.052509,-0.051268,-0.027684,-0.007084,-0.012469,-0.002101,0,0,0,Tuning
44_spambase,-3.073389,0.853309,-1.026729,-5.601018,-1.897733,3.655639,0.623275,-5.144211,-0.992781,-0.725372,-2.495399,2.066597,2.376364,-0.721394,-0.199344,-0.809825,1.249822,-0.877212,0.05839,-0.514861,-0.626079,-0.209121,-0.696573,-0.96181,-0.1326,0.934142,0.134889,-0.055142,0.773454,0.097183,-0.641208,-0.178168,0.52644,-0.074437,0.003782,0.402689,0.133765,-0.67331,0.161023,0.206702,-0.318766,-0.424819,-0.749952,-0.967395,-0.279117,-0.437607,-0.051156,0.007785,-0.255882,-0.044614,0.17595,0.216165,0.117185,0.243878,-0.028792,0.060919,0.008544,0.06208,0.079435,-0.038223,-0.002348,0.042482,0.059289,0.04053,0.05838,-0.006222,-0.032369,0.035446,0.027839,0.025077,0.01242,-0.052245,-0.061633,-0.030338,-0.020894,-0.006851,-0.002143,0,-0,-0,Tuning
450_analcatdata_lawsuit,-5.120063,1.590876,-0.402597,1.293778,2.496129,-2.387619,-1.968103,1.991099,1.033145,0.014673,-0.509209,-0.051592,1.17292,0.826298,-0.477884,0.028612,0.952424,-2.260339,0.911558,1.611044,-2.084657,-0.403154,0.022676,-0.53641,0.463927,-0.02356,0.733054,2.640487,-0.033402,-0.236481,0.434921,-0.067979,-0.545041,0.418001,0.059345,-0.143212,-0.161288,0.672776,-0.053286,0.526207,-0.719241,-0.185391,0.154425,0.152333,0.011908,0.174277,-0.448874,-0.15712,-0.42444,-0.085368,0.103474,0.052257,-0.012228,-0.141044,0.086388,-0.146449,0.143936,-0.018554,0.003992,-0.026791,0.011333,-0.04013,-0.146177,0.068635,-0.015229,-0.019415,0.005542,0.100658,-0.031019,0.014861,0.066614,0.024251,-0.023527,0.034744,-0.000736,0.005951,-0.003335,-0,-0,0,Tuning
451_irish,-1.666277,4.968424,1.718471,2.456728,2.240623,0.471715,0.940184,-1.231645,-0.216509,0.086956,-0.608233,1.405891,0.489165,0.676143,-0.435209,0.538907,-0.891952,0.293325,0.478074,-0.945919,0.49918,0.395421,-0.518723,0.27215,0.685931,0.421293,0.379933,-0.441697,0.788001,-0.094388,0.305446,0.374491,0.182408,0.192207,-0.19984,-0.487031,-0.226447,-0.026815,0.183835,0.10659,0.068843,0.197391,-0.032935,-0.01708,-0.646426,0.476575,0.435926,-0.125829,-0.033322,-0.277761,-0.31934,0.151969,0.218211,-0.191173,-0.093023,-0.054892,-0.029105,0.020279,0.063026,0.261563,0.070503,0.075831,0.044175,-0.095127,0.043313,0.029387,0.02708,-0.017988,0.073574,-0.107938,-0.026189,0.047715,0.077249,0.037253,-0.022382,0.005221,0.000606,0,-0,0,Defaults
452_analcatdata_broadwaymult,0.62747,-0.531215,1.529147,0.532631,-1.560667,-1.847304,0.585532,0.645246,-0.915915,-0.309569,0.802253,-1.690514,1.806841,-0.336965,-1.070229,-1.019082,0.878348,0.343203,-0.58371,-0.443135,0.246152,0.632707,-1.294714,1.522428,1.058543,-1.316531,0.033443,-0.125085,0.434941,-0.964164,-0.650752,-0.175691,-0.503088,1.159829,0.701443,-0.876686,-0.540148,-0.8247,-2.036321,-0.007356,0.030418,0.276852,0.029219,-0.256864,-0.119655,-0.327366,0.132795,0.495041,-0.331281,0.156025,0.140574,0.049592,0.462692,-0.247219,0.144555,0.044467,0.149503,-0.065646,-0.039301,-0.131804,0.098552,-0.011811,0.074258,-0.203974,0.06854,-0.016251,0.040333,0.048596,-0.00318,-0.053474,-0.065998,0.032769,-0.002303,-0.0032,0.006143,-0.010023,0.000678,0,0,0,Tuning
4534_PhishingWebsites,-3.188182,3.377546,-0.042568,3.678826,0.832858,4.532553,5.295367,-1.247462,-1.38167,0.247559,-0.888769,0.101793,-0.856157,-2.490329,0.432162,0.076399,-1.149373,-0.76748,-0.038413,0.478719,1.094561,-2.045944,0.98881,0.519304,-0.211003,-2.158508,-1.524087,0.271637,-0.583874,-0.11043,1.170086,-0.278429,0.157907,0.135406,-0.05187,-1.800398,0.902946,0.434158,0.049528,0.887297,-0.478731,0.087622,-0.023692,0.093325,-0.40805,0.112084,-0.154719,-0.291215,-0.349103,-0.00577,-0.050254,-0.189716,0.146209,0.077511,0.029189,-0.041192,-0.144341,0.163944,0.010246,-0.048266,0.217067,0.088006,0.075416,0.052483,0.049139,-0.024433,0.024652,-0.086208,-0.125387,-0.077863,0.003889,-0.017257,-0.025235,0.005116,-0.021638,-0.000182,0.000041,0,-0,-0,Tuning
4550_MiceProtein,-0.010539,0.249681,0.566232,-0.338943,0.642837,-0.948506,0.016704,-0.125458,-0.86895,0.207869,0.434266,-0.62668,0.370694,0.626586,0.080926,-0.083893,-0.047248,0.599275,-0.526988,-0.192843,-0.138246,-0.055405,0.020546,0.638726,-0.22283,0.506112,0.448954,-0.288206,0.289119,-0.426102,-0.005514,-0.827772,-0.563958,0.009923,0.919429,-0.52868,0.033037,-0.710705,-0.235016,-0.586166,-0.265158,0.746905,-0.28585,0.151734,-0.374938,-0.216502,0.487235,-0.084492,-0.621006,-0.177842,-0.265457,-0.307901,-0.227172,0.330798,0.365788,0.076221,0.207686,-0.045849,-0.007174,0.047443,-0.038422,-0.048987,-0.003666,0.044155,-0.066199,0.027773,0.061683,-0.001621,0.034092,0.043827,0.006884,-0.012801,0.021536,0.021712,-0.011284,0.014981,0.001579,0,0,0,Tuning
455_cars,-0.33618,0.275788,0.663981,-0.478276,0.44569,-1.203235,-0.399814,-0.402479,-0.373413,0.105349,0.400247,-0.938472,0.130149,0.52746,0.677519,0.092655,-0.419354,0.79238,-0.081432,-0.825764,-0.111406,-0.105038,-0.125914,-0.151597,-0.51973,0.109105,0.090069,-0.200695,0.389492,-0.977218,-0.527412,-0.643914,-0.047491,-0.005319,0.473887,-0.26347,0.495702,-0.34134,-0.232035,0.188945,-0.13305,0.402875,0.160389,-0.010621,-0.18317,-0.230369,-0.288922,0.191037,0.314912,0.115096,0.127218,-0.24697,0.173791,0.44155,0.172602,0.013081,0.335917,0.018134,0.038121,-0.064803,0.11076,-0.05015,-0.079857,0.080341,0.031465,0.04967,0.056612,0.093008,0.053254,0.000917,0.060421,-0.023196,0.014992,0.039714,0.002222,-0.0048,0.005603,0,0,0,Defaults
458_analcatdata_authorship,2.202002,1.446571,-2.79589,-0.994891,3.414093,-1.334443,0.181483,0.278717,-0.784387,-3.74482,1.52791,0.248062,-1.300007,-0.218108,-2.646952,-2.357828,-1.516841,-2.010058,-1.507343,-3.294677,-1.558212,0.479011,-0.177052,-1.039163,1.715961,-0.011187,-2.611144,1.021422,-1.592988,0.82321,-0.592061,-0.760376,0.240418,-0.056996,0.626978,0.79398,-0.436872,-0.522344,0.238404,-0.036953,0.311724,0.348162,0.17303,-0.05904,-0.525124,0.224061,0.001645,-0.040972,0.013613,0.191043,-0.059566,-0.021866,-0.110982,0.109506,0.040308,0.042775,0.011688,-0.098021,0.154226,-0.017462,0.115938,0.062683,0.057801,0.006976,-0.043864,0.00838,-0.058112,-0.008687,-0.065793,-0.014338,-0.017425,-0.02593,0.048305,-0.022831,0.048992,0.01493,-0.002488,-0,-0,-0,Tuning
461_analcatdata_creditscore,-3.007484,3.718633,2.044184,0.854942,0.039265,-1.936825,-0.916948,0.05391,0.004992,-0.674455,-0.493908,0.656109,-0.945391,-0.415111,-0.864848,0.267666,-0.062537,-0.994781,0.022676,-0.361963,0.674155,-0.547662,0.138378,-0.749829,0.50489,1.00087,-0.847432,0.853114,1.130969,-0.746189,0.444209,0.178115,0.647792,0.109117,-0.494394,0.193712,0.421063,-0.037285,-0.846639,0.124549,-0.001284,0.015669,-0.147296,0.509499,0.111065,0.06617,-0.277976,0.057806,0.311452,-0.094106,0.160375,0.027277,0.013604,0.056324,-0.321031,0.330948,0.034297,-0.105114,-0.026888,0.222714,-0.031805,0.083182,0.034014,0.05406,0.027986,0.003459,0.002831,0.004559,-0.033261,-0.118715,0.052935,-0.05148,0.061675,0.034859,-0.038338,-0.007492,-0.000415,-0,-0,-0,Tuning
463_backache,-3.64397,2.739818,2.24946,0.385509,-0.726278,-0.052596,-0.560108,3.050014,-0.515357,-0.756963,-0.870044,-0.804511,-0.353372,-0.337178,0.149131,0.560612,-0.249385,-1.001391,-0.12338,0.163042,0.767601,-1.144805,0.740903,0.207254,-0.92819,0.160727,-0.261136,0.512652,-0.354491,0.243644,0.139138,0.160136,-0.006083,-0.243124,0.340012,-0.735824,-0.169942,-0.457322,0.479517,-0.181379,0.431167,-0.419124,-0.810036,0.147838,0.14226,-0.363113,0.314782,0.413982,0.185632,0.267325,-0.025082,0.275131,0.191271,-0.006901,0.056736,-0.086801,-0.052909,0.076831,-0.072523,0.012316,0.005001,-0.051753,-0.065191,-0.057215,-0.039937,0.009592,0.037899,-0.000337,0.00167,0.118153,0.019797,0.042357,-0.057105,0.018505,0.026499,-0.024399,0.002159,0,-0,0,Tuning
464_prnn_synth,-1.537142,3.128098,1.468457,1.63497,2.164514,-1.298796,0.517499,-2.006517,1.207598,0.969699,0.419613,0.991697,1.614461,0.602584,0.441178,-0.901045,-0.527468,0.565421,-0.086788,-0.600137,0.180501,-0.736294,-0.388461,-0.438249,-0.309191,-0.012152,0.44602,-0.10876,-0.079665,-0.440084,0.438555,0.493371,0.752639,-0.278285,0.254864,0.385924,0.623535,-0.094582,-0.019964,0.093036,0.305112,0.334799,0.031918,0.297026,-0.027027,0.29319,0.4679,-0.326239,-0.072388,0.529281,-0.042884,-0.039328,0.162945,-0.109301,-0.128262,0.099888,-0.074223,-0.185107,-0.181563,-0.081871,0.037626,-0.180778,-0.228057,-0.144415,-0.176831,-0.047051,-0.114595,0.051247,0.083972,0.093695,0.002781,-0.0692,-0.018471,-0.019873,-0.030119,0.025814,0.000304,0,-0,-0,Defaults
466_schizo,2.595336,-2.744341,3.422633,-0.516951,0.42453,0.043959,0.429105,-1.727942,0.029856,2.509914,0.64336,-0.698612,-2.35999,1.071062,1.340168,0.382479,1.542167,0.129685,0.703119,-0.188907,-0.169102,1.443892,-0.16821,0.846396,-0.626352,0.830321,-1.454909,0.293045,-0.707909,-0.399383,0.636028,-0.69949,0.985781,-1.262519,0.379381,-0.403549,0.306608,0.904713,-0.696898,-0.444165,0.517306,0.440875,-0.416552,-0.104018,-0.141188,0.053712,0.207147,0.115349,0.124899,-0.262613,0.228284,-0.079834,-0.264852,-0.124259,0.089872,-0.094122,0.045012,-0.046554,-0.113355,-0.0883,0.037485,0.085146,-0.112794,-0.064896,0.129738,-0.030099,-0.044951,0.030432,-0.012542,-0.019692,-0.049952,-0.006413,0.016265,-0.039539,-0.006515,-0.009203,-0.002419,0,0,-0,Defaults
469_analcatdata_dmft,6.472439,-1.73765,2.286257,3.286145,-5.33501,-0.068624,0.936262,0.705488,0.899762,-1.353158,-1.950785,-0.315687,1.584558,0.729217,0.829803,1.580486,-0.941864,-0.317775,0.024527,0.074676,0.750419,-0.810889,-1.421055,0.084447,0.292395,-0.444105,0.109317,0.071919,0.299441,0.657558,0.084427,-0.243838,-0.285853,-0.315956,0.02462,0.519737,-0.40958,0.495344,-0.298985,-0.025069,-0.216259,0.109087,0.559559,0.108135,-0.039436,0.135723,-0.28825,-0.112835,0.106445,0.225049,-0.215575,-0.154434,0.064986,-0.033438,0.182538,-0.091438,0.034534,-0.083516,0.000465,-0.019934,0.029253,0.02584,0.095997,0.014788,0.023898,0.123645,-0.024917,0.002325,-0.011622,-0.038231,-0.000865,0.058661,-0.112361,-0.077464,-0.029462,0.000898,0.001307,0,-0,0,Tuning
470_profb,2.493567,-5.488435,3.680983,0.66383,-0.138188,2.748215,-1.185289,0.384385,-0.258251,1.332212,1.341178,0.375482,-0.97491,0.135225,-0.448142,0.223176,1.761716,-0.280493,0.945486,-0.508372,-0.187772,0.923573,-0.237853,1.384793,0.110028,0.662173,-0.508007,0.47193,-0.519131,-0.589594,-0.672353,0.437705,0.237941,0.199771,-1.191728,-0.454744,-0.212291,-0.22577,-0.421514,-0.523301,-0.21913,-0.563585,-0.245784,-0.240258,-0.136691,0.206509,-0.301633,-0.264386,0.614936,0.319381,-0.194136,0.025251,0.26164,-0.09318,0.20737,-0.023033,0.204403,0.254393,0.046695,0.054219,0.115757,-0.086772,0.03734,0.176796,-0.03369,-0.131906,-0.162591,-0.01927,-0.020649,0.040606,-0.002131,-0.069867,0.077303,0.008081,0.022085,0.039385,-0.00119,-0,0,0,Tuning
475_analcatdata_germangss,6.248917,-2.389936,4.153417,1.94737,-4.559154,0.228004,0.473948,-0.859296,2.195549,-0.297223,-2.756789,-0.680723,-0.662995,-1.677666,-0.705373,-1.832646,-2.233068,0.736969,2.683269,0.722183,0.18466,0.945647,1.731534,1.238499,0.39558,1.696014,0.235573,2.146986,1.249693,-0.154263,-1.758958,-0.798573,0.073017,0.523538,1.245834,0.359497,0.549677,0.18783,0.507079,0.484021,0.422951,-0.189823,0.011314,-0.217926,0.263589,0.156814,0.27373,0.033097,-0.239765,-0.031506,0.314032,-0.012604,0.119341,-0.157728,-0.049077,-0.116812,-0.049417,0.100734,0.017104,-0.035041,-0.109681,-0.001037,0.010978,-0.05262,0.03916,0.156824,-0.019175,-0.004001,-0.045646,-0.065707,0.034336,-0.017475,0.01334,-0.022668,0.004535,0.037981,0.000725,-0,-0,0,Tuning
481_biomed,-0.899931,1.99687,1.475159,-0.775315,1.383357,-0.810104,-0.273072,-1.422075,0.175435,1.071232,0.255396,-0.855645,-0.537625,0.271494,-0.422843,0.144473,-0.241444,0.241023,-0.357026,-0.822878,0.473725,0.44589,0.24328,-1.626702,-0.535378,0.523298,0.077425,0.236871,-0.063236,-0.14933,0.011962,-0.1013,-0.092666,0.569126,0.390341,-0.321833,0.278183,-0.601408,0.243639,-0.162539,-0.171919,0.40578,0.062406,-0.128811,0.202919,0.363901,0.007162,0.076709,0.038513,-0.23388,-0.228538,0.074945,0.175042,0.030458,0.06942,0.044266,-0.169771,0.134368,-0.170111,-0.055048,0.067786,-0.143898,0.11484,0.011352,0.003577,-0.04268,-0.138644,-0.030489,0.088494,-0.010726,-0.007629,0.039301,0.036218,0.031054,0.023785,-0.026399,-0.002445,0,0,-0,Defaults
48_tae,3.005353,-0.34179,2.738048,1.096985,-1.099414,-1.150263,0.60194,-0.852659,0.168468,-0.03989,-0.10267,0.342852,0.241755,-0.317983,-0.372339,0.470611,0.513073,-0.130156,-0.45989,0.152764,0.047767,-0.977579,0.333842,-1.604337,-0.723283,-0.542874,0.914837,-0.771533,-0.302406,0.508389,0.48061,-0.529849,0.126161,-0.622017,0.500076,-0.056527,-0.024216,0.008036,-0.237772,0.16888,0.232947,-0.08325,0.308351,-0.215262,-0.078012,0.718967,0.094903,-0.090277,-0.084463,-0.050287,-0.091315,-0.02643,-0.18279,-0.049283,0.045658,0.102426,0.131454,0.001181,0.098281,0.007735,-0.137037,0.072585,-0.010581,0.10883,-0.110568,0.017248,-0.048503,-0.015799,-0.025217,-0.046672,0.009096,-0.004985,-0.019695,-0.03516,-0.002452,0.001791,0.00556,0,-0,0,Defaults
49_heart-c,0.101384,1.811254,2.743031,0.947169,1.486606,0.745379,1.20264,-0.24669,-0.976869,-0.250713,-0.208419,0.84634,1.306236,-0.842128,0.192496,0.172722,-0.134023,0.357207,0.960297,-0.4018,0.200457,0.07474,0.270338,0.338072,0.00904,0.235533,0.355168,-0.527286,-0.388912,-0.076345,-0.06105,-0.03694,0.054313,-0.392896,0.023183,0.1243,-0.102547,0.116499,-0.202502,0.002753,0.441432,-0.231848,-0.049794,-0.206454,0.172951,-0.177749,-0.037463,0.081146,0.055832,0.04712,-0.054573,0.099708,-0.277325,0.011692,0.172026,-0.018001,-0.061628,-0.046155,0.017968,-0.031158,0.098748,0.120487,-0.015762,0.052257,-0.055319,-0.057362,0.036296,0.053432,0.012638,0.049886,-0.04257,0.137893,0.013734,0.060086,0.009739,0.008929,0.001453,-0,-0,0,Defaults
50_tic-tac-toe,3.051714,-4.391473,3.666349,2.171029,1.597339,3.406456,0.180269,3.488104,-1.480812,-0.346696,-1.595474,3.201162,0.808256,-0.967735,-0.686229,0.873061,-0.788604,1.656987,-2.829376,1.15245,-2.908089,0.836646,-0.39023,-0.803749,-0.08365,0.990429,-0.127519,0.016192,0.396732,-0.125176,-0.135073,0.307992,-0.393392,0.751265,-0.052183,0.051964,1.007833,-0.060804,-0.2058,-0.448294,0.385857,0.005859,0.236303,-0.211649,-0.125789,-0.309671,-0.308854,0.061354,0.135969,0.01204,0.008659,-0.071519,0.050688,-0.130996,-0.085787,-0.119906,-0.243527,0.005677,0.101271,-0.034591,0.038647,-0.047322,-0.20298,0.0393,0.056483,-0.020055,0.136101,-0.030331,0.040739,-0.004862,0.017309,-0.018158,-0.006342,-0.011459,-0.004375,0.010461,-0.000763,-0,0,0,Tuning
51_heart-h,-0.87914,1.95878,2.318318,0.081651,1.044112,0.670505,0.958317,-0.079499,-0.344152,1.139434,-0.831225,-1.177656,0.930818,-0.010467,-0.420159,-0.062441,0.252948,0.051211,0.794165,-0.169012,0.309357,0.075309,0.20758,0.256625,-0.164525,-0.115821,0.100921,-0.033036,-0.067943,0.082416,0.144546,0.109211,-0.081063,-0.287929,-0.209979,-0.005814,-0.3331,-0.452808,0.001854,-0.287251,0.194275,0.012782,0.02676,0.033219,-0.148077,0.107615,0.102703,0.230546,0.163154,-0.184553,-0.044315,0.113633,-0.189495,-0.138879,0.238636,-0.106719,-0.090387,0.160731,-0.04355,0.03632,-0.086805,-0.064893,0.107765,-0.000171,-0.140444,-0.033486,-0.036513,0.025665,0.015442,-0.048186,0.145745,-0.077544,0.023378,-0.043201,0.000533,-0.017189,0.00177,0,-0,0,Defaults
53_heart-statlog,0.015358,1.065228,1.979293,-0.177098,1.5582,-0.436351,1.091029,-1.016315,-0.815417,0.251038,0.807906,0.665266,1.812964,-0.92741,0.05759,-0.533495,0.330096,0.79673,0.857537,-0.071431,0.345619,0.402871,0.537936,0.198397,0.012805,0.240367,0.208267,-1.077836,-0.148811,-0.297462,-0.240103,-0.122909,0.094452,-0.29159,-0.170246,0.206762,0.056768,-0.011466,-0.141779,0.040231,0.350147,0.213227,-0.071789,0.041478,0.034408,0.140338,0.045106,-0.165099,0.200139,-0.140704,-0.185355,0.039853,-0.040362,-0.096403,0.097624,-0.142896,-0.008931,0.083129,-0.123228,-0.055423,0.057361,0.147295,0.002835,-0.052275,-0.060262,-0.023077,0.050159,-0.004305,0.059082,0.031883,-0.001584,0.059129,-0.035002,0.015043,0.003696,0.003454,0.000142,-0,-0,0,Tuning
54_vehicle,4.365187,0.328496,-0.913795,-0.543529,0.197865,-1.648953,0.178108,-1.395573,-0.386913,-1.438431,0.651059,-1.189049,-1.139819,0.406246,0.094681,-0.838976,-1.013119,-0.283274,-0.658372,-1.264587,-1.767964,-0.023065,-0.566755,-0.717675,0.658643,-0.146249,-1.098351,-0.360814,-0.650691,1.060506,-0.735204,-0.127431,-0.0698,0.515748,0.227984,-0.068438,0.249044,-0.046345,-0.281066,-0.110617,0.352584,-0.270882,0.121251,0.327529,0.145893,0.266603,-0.080599,-0.057718,-0.098937,-0.013176,-0.231276,0.07768,0.196524,-0.00522,0.03305,-0.008385,-0.018784,0.017362,0.129183,0.061607,-0.197274,0.075662,-0.060391,0.021601,0.059221,-0.091297,-0.032345,-0.002984,-0.036282,0.061407,0.003429,0.037872,-0.056935,-0.014928,-0.060766,-0.021828,0.005109,0,-0,0,Tuning
